"","PROBEID","SYMBOL","ENTREZID","ENSEMBL","GENENAME"
"1323","1419273_at","Uri1","19777","ENSMUSG00000030421","URI1, prefoldin-like chaperone"
"1324","1435698_at","Rictor","78757","ENSMUSG00000050310","RPTOR independent companion of MTOR, complex 2"
"1325","1415822_at","Scd2","20250","ENSMUSG00000025203","stearoyl-Coenzyme A desaturase 2"
"1326","1460651_at","Lat","16797","ENSMUSG00000030742","linker for activation of T cells"
"1327","1426501_a_at","Tifa","211550","ENSMUSG00000046688","TRAF-interacting protein with forkhead-associated domain"
"1328","1427127_x_at","Hspa1b","15511","ENSMUSG00000090877","heat shock protein 1B"
"1329","1435768_at","Arid4b","94246","ENSMUSG00000039219","AT-rich interaction domain 4B"
"1330","1451310_a_at","Ctsl","13039","ENSMUSG00000021477","cathepsin L"
"1331","1460672_at","2410002F23Rik","668661","ENSMUSG00000045411","RIKEN cDNA 2410002F23 gene"
"1332","1421000_at","Cnot4","53621","ENSMUSG00000038784","CCR4-NOT transcription complex, subunit 4"
"1333","1436420_a_at","Ipo4","75751","ENSMUSG00000002319","importin 4"
"1334","1438000_x_at","Zfp622","52521","ENSMUSG00000052253","zinc finger protein 622"
"1335","1456158_at","Draxin","70433","ENSMUSG00000029005","dorsal inhibitory axon guidance protein"
"1336","1427419_x_at","Ccr9","12769","ENSMUSG00000029530","C-C motif chemokine receptor 9"
"1337","1429031_at","Zfp626","71163","ENSMUSG00000030604","zinc finger protein 626"
"1338","1460419_a_at","Prkcb","18751","ENSMUSG00000052889","protein kinase C, beta"
"1339","1418007_at","Paxbp1","67367","ENSMUSG00000022974","PAX3 and PAX7 binding protein 1"
"1340","1451649_a_at","Wdr75","73674","ENSMUSG00000025995","WD repeat domain 75"
"1341","1451777_at","Ddx60","234311","ENSMUSG00000037921","DExD/H box helicase 60"
"1342","1430075_at","Sf3b3","101943","ENSMUSG00000033732","splicing factor 3b, subunit 3"
"1343","1416431_at","Tubb6","67951","ENSMUSG00000001473","tubulin, beta 6 class V"
"1344","1444102_at","Gm13012","102634683",NA,"predicted gene 13012"
"1345","1449254_at","Spp1","20750","ENSMUSG00000029304","secreted phosphoprotein 1"
"1346","1449431_at","Trpc6","22068","ENSMUSG00000031997","transient receptor potential cation channel, subfamily C, member 6"
"1347","1452342_at","Apbb2","11787","ENSMUSG00000029207","amyloid beta precursor protein binding family B member 2"
"1348","1424638_at","Cdkn1a","12575","ENSMUSG00000023067","cyclin dependent kinase inhibitor 1A"
"1349","1427384_at","Chd6","71389","ENSMUSG00000057133","chromodomain helicase DNA binding protein 6"
"1350","1450816_at","Polg2","50776","ENSMUSG00000020718","polymerase (DNA directed), gamma 2, accessory subunit"
"1351","1438675_at","Sfswap","231769","ENSMUSG00000029439","splicing factor SWAP"
"1352","1424356_a_at","Metrnl","210029","ENSMUSG00000039208","meteorin, glial cell differentiation regulator-like"
"1353","1426863_at","Rbmx","19655","ENSMUSG00000031134","RNA binding motif protein, X chromosome"
"1354","1457161_at","9530029O12Rik","399629",NA,"RIKEN cDNA 9530029O12 gene"
"1355","1433726_at","Relch","227446","ENSMUSG00000026319","RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
"1356","1416380_at","Mov10","17454","ENSMUSG00000002227","Mov10 RISC complex RNA helicase"
"1357","1424000_a_at","Rps11","27207","ENSMUSG00000003429","ribosomal protein S11"
"1358","1418778_at","Mcub","66815","ENSMUSG00000027994","mitochondrial calcium uniporter dominant negative beta subunit"
"1359","1416441_at","Cpq","54381","ENSMUSG00000039007","carboxypeptidase Q"
"1360","1421127_at","Tmem42","66079","ENSMUSG00000066233","transmembrane protein 42"
"1361","1428768_at","Pan3","72587","ENSMUSG00000029647","PAN3 poly(A) specific ribonuclease subunit"
"1362","1452837_at","Lpin2","64898","ENSMUSG00000024052","lipin 2"
"1363","1455500_at","Rnf213","672511","ENSMUSG00000070327","ring finger protein 213"
"1364","1419276_at","Enpp1","18605","ENSMUSG00000037370","ectonucleotide pyrophosphatase/phosphodiesterase 1"
"1365","1438630_x_at","Mat2a","232087","ENSMUSG00000053907","methionine adenosyltransferase 2A"
"1366","1435391_at","Rbm33","381626","ENSMUSG00000048271","RNA binding motif protein 33"
"1367","1437184_at","Guf1","231279","ENSMUSG00000029208","GUF1 homolog, GTPase"
"1368","1455031_at","Cdk19","78334","ENSMUSG00000038481","cyclin dependent kinase 19"
"1369","1421775_at","Fcer1a","14125","ENSMUSG00000005339","Fc receptor, IgE, high affinity I, alpha polypeptide"
"1370","1437236_a_at","Zfp110","65020","ENSMUSG00000058638","zinc finger protein 110"
"1371","1429503_at","Dipk1a","67266","ENSMUSG00000029270","divergent protein kinase domain 1A"
"1372","1434897_a_at","Slc25a4","11739","ENSMUSG00000031633","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4"
"1373","1450696_at","Psmb9","16912","ENSMUSG00000096727","proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)"
"1374","1449278_at","Eif2ak3","13666","ENSMUSG00000031668","eukaryotic translation initiation factor 2 alpha kinase 3"
"1375","1429222_at","Pus3","67049","ENSMUSG00000032103","pseudouridine synthase 3"
"1376","1454814_s_at","Prps1l3","328099","ENSMUSG00000079104","phosphoribosyl pyrophosphate synthetase 1-like 3"
"1377","1436688_x_at","Rpl14","67115","ENSMUSG00000025794","ribosomal protein L14"
"1378","1425495_at","Zfp62","22720","ENSMUSG00000046311","zinc finger protein 62"
"1379","1428083_at","Neat1","66961","ENSMUSG00000092274","nuclear paraspeckle assembly transcript 1 (non-protein coding)"
"1380","1456573_x_at","Nnt","18115","ENSMUSG00000116207","nicotinamide nucleotide transhydrogenase"
"1381","1456573_x_at","Nnt","18115","ENSMUSG00000025453","nicotinamide nucleotide transhydrogenase"
"1382","1417189_at","Psme2","19188","ENSMUSG00000079197","proteasome (prosome, macropain) activator subunit 2 (PA28 beta)"
"1383","1418050_at","Gpld1","14756","ENSMUSG00000021340","glycosylphosphatidylinositol specific phospholipase D1"
"1384","1417615_a_at","Rpl11","67025","ENSMUSG00000059291","ribosomal protein L11"
"1385","1438148_at","Cxcl3","330122","ENSMUSG00000029379","C-X-C motif chemokine ligand 3"
"1386","1425294_at","Slamf8","74748","ENSMUSG00000053318","SLAM family member 8"
"1387","1436549_a_at","Hnrnpa1","15382","ENSMUSG00000046434","heterogeneous nuclear ribonucleoprotein A1"
"1388","1425050_at","Isoc1","66307","ENSMUSG00000024601","isochorismatase domain containing 1"
"1389","1426476_at","Rasa1","218397","ENSMUSG00000021549","RAS p21 protein activator 1"
"1390","1416008_at","Satb1","20230","ENSMUSG00000023927","special AT-rich sequence binding protein 1"
"1391","1438673_at","Slc4a7","218756","ENSMUSG00000021733","solute carrier family 4, sodium bicarbonate cotransporter, member 7"
"1392","1419873_s_at","Csf1r","12978","ENSMUSG00000024621","colony stimulating factor 1 receptor"
"1393","1438178_x_at","Atad3a","108888","ENSMUSG00000029036","ATPase family, AAA domain containing 3A"
"1394","1448390_a_at","Dhrs3","20148","ENSMUSG00000066026","dehydrogenase/reductase 3"
"1395","1448949_at","Car4","12351","ENSMUSG00000000805","carbonic anhydrase 4"
"1396","1434339_at","Fnbp1l","214459","ENSMUSG00000039735","formin binding protein 1-like"
"1397","1418840_at","Pdcd4","18569","ENSMUSG00000024975","programmed cell death 4"
"1398","1450355_a_at","Capg","12332","ENSMUSG00000056737","capping actin protein, gelsolin like"
"1399","1435596_at","Gsap","212167","ENSMUSG00000039934","gamma-secretase activating protein"
"1400","1452350_at","Brd8","78656","ENSMUSG00000003778","bromodomain containing 8"
"1401","1428845_at","Bclaf1","72567","ENSMUSG00000037608","BCL2-associated transcription factor 1"
"1402","1450332_s_at","Fmo5","14263","ENSMUSG00000028088","flavin containing monooxygenase 5"
"1403","1433575_at","Sox4","20677","ENSMUSG00000076431","SRY (sex determining region Y)-box 4"
"1404","1456753_at","Foxo4","54601","ENSMUSG00000042903","forkhead box O4"
"1405","1438635_x_at","Fndc10","230991","ENSMUSG00000074738","fibronectin type III domain containing 10"
"1406","1426483_at","Thap12","72981","ENSMUSG00000030753","THAP domain containing 12"
"1407","1448558_a_at","Pla2g4a","18783","ENSMUSG00000056220","phospholipase A2, group IVA (cytosolic, calcium-dependent)"
"1408","1434513_at","Atp13a3","224088","ENSMUSG00000022533","ATPase type 13A3"
"1409","1434278_at","Mtm1","17772","ENSMUSG00000031337","X-linked myotubular myopathy gene 1"
"1410","1418850_at","Epc1","13831","ENSMUSG00000024240","enhancer of polycomb homolog 1"
"1411","1415840_at","Elovl5","68801","ENSMUSG00000032349","ELOVL fatty acid elongase 5"
"1412","1423126_at","Atp1b3","11933","ENSMUSG00000032412","ATPase, Na+/K+ transporting, beta 3 polypeptide"
"1413","1416206_at","Sipa1","20469","ENSMUSG00000056917","signal-induced proliferation associated gene 1"
"1414","1428583_at","Nufip2","68564","ENSMUSG00000037857","nuclear FMR1 interacting protein 2"
"1415","1453312_at","Dcaf6","74106","ENSMUSG00000026571","DDB1 and CUL4 associated factor 6"
"1416","1433878_at","Mrps26","99045","ENSMUSG00000037740","mitochondrial ribosomal protein S26"
"1417","1427720_a_at","Rrp1","18114","ENSMUSG00000061032","ribosomal RNA processing 1"
"1418","1449738_s_at","Supt20","56790","ENSMUSG00000027751","SPT20 SAGA complex component"
"1419","1452896_at","Cfap20","14894","ENSMUSG00000031796","cilia and flagella associated protein 20"
"1420","1418776_at","Gbp8","76074","ENSMUSG00000034438","guanylate-binding protein 8"
"1421","1430079_at","5033406O09Rik","77675","ENSMUSG00000113769","RIKEN cDNA 5033406O09 gene"
"1422","1427269_at","Srsf11","69207","ENSMUSG00000055436","serine and arginine-rich splicing factor 11"
"1423","1448358_s_at","Snrpg","68011","ENSMUSG00000057278","small nuclear ribonucleoprotein polypeptide G"
"1424","1455141_at","Tnrc6a","233833","ENSMUSG00000052707","trinucleotide repeat containing 6a"
"1425","1448709_at","Arid1a","93760","ENSMUSG00000007880","AT-rich interaction domain 1A"
"1426","1443264_at","Ms4a2","14126","ENSMUSG00000024680","membrane-spanning 4-domains, subfamily A, member 2"
"1427","1451068_s_at","Rps25","75617","ENSMUSG00000009927","ribosomal protein S25"
"1428","1455203_at","A930003A15Rik","68162","ENSMUSG00000075330","RIKEN cDNA A930003A15 gene"
"1429","1453013_at","Zfp740","68744","ENSMUSG00000046897","zinc finger protein 740"
"1430","1431830_at","Zfp329","67230","ENSMUSG00000057894","zinc finger protein 329"
"1431","1455046_a_at","Pogz","229584","ENSMUSG00000038902","pogo transposable element with ZNF domain"
"1432","1426169_a_at","Lat2","56743","ENSMUSG00000040751","linker for activation of T cells family, member 2"
"1433","1437773_x_at","Ddx17","67040","ENSMUSG00000055065","DEAD box helicase 17"
"1434","1456126_at","Malt1","240354","ENSMUSG00000032688","MALT1 paracaspase"
"1435","1436884_x_at","Ewsr1","14030","ENSMUSG00000009079","Ewing sarcoma breakpoint region 1"
"1436","1423131_at","Nsa2","59050","ENSMUSG00000060739","NSA2 ribosome biogenesis homolog"
"1437","1456054_a_at","Pum1","80912","ENSMUSG00000028580","pumilio RNA-binding family member 1"
"1438","1423191_at","Fnbp4","55935","ENSMUSG00000008200","formin binding protein 4"
"1439","1426741_a_at","Fastkd2","75619","ENSMUSG00000025962","FAST kinase domains 2"
"1440","1456698_s_at","Hnrnpdl","50926","ENSMUSG00000029328","heterogeneous nuclear ribonucleoprotein D-like"
"1441","1448570_at","Gmfb","63985","ENSMUSG00000062014","glia maturation factor, beta"
"1442","1460197_a_at","Steap4","117167","ENSMUSG00000012428","STEAP family member 4"
"1443","1450071_at","Ash1l","192195","ENSMUSG00000028053","ASH1 like histone lysine methyltransferase"
"1444","1434284_at","Bdp1","544971","ENSMUSG00000049658","B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB"
"1445","1454900_s_at","Mycbp2","105689","ENSMUSG00000033004","MYC binding protein 2, E3 ubiquitin protein ligase"
"1446","1425548_a_at","Lst1","16988","ENSMUSG00000073412","leukocyte specific transcript 1"
"1447","1454670_at","Rere","68703","ENSMUSG00000039852","arginine glutamic acid dipeptide (RE) repeats"
"1448","1419206_at","Cd37","12493","ENSMUSG00000030798","CD37 antigen"
"1449","1448591_at","Ctss","13040","ENSMUSG00000038642","cathepsin S"
"1450","1441887_x_at","Gm6377","622976","ENSMUSG00000048621","predicted gene 6377"
"1451","1454851_at","Nr2c2","22026","ENSMUSG00000005893","nuclear receptor subfamily 2, group C, member 2"
"1452","1452364_at","Suz12","52615","ENSMUSG00000017548","SUZ12 polycomb repressive complex 2 subunit"
"1453","1426852_x_at","Ccn3","18133","ENSMUSG00000037362","cellular communication network factor 3"
"1454","1436422_at","Abitram","230234","ENSMUSG00000038827","actin binding transcription modulator"
"1455","1451334_at","Ccnq","69109","ENSMUSG00000049489","cyclin Q"
"1456","1437303_at","Il6st","16195","ENSMUSG00000021756","interleukin 6 signal transducer"
"1457","1448240_at","Mbtps1","56453","ENSMUSG00000031835","membrane-bound transcription factor peptidase, site 1"
"1458","1455597_at","Map3k2","26405","ENSMUSG00000024383","mitogen-activated protein kinase kinase kinase 2"
"1459","1417171_at","Itk","16428","ENSMUSG00000020395","IL2 inducible T cell kinase"
"1460","1422526_at","Acsl1","14081","ENSMUSG00000018796","acyl-CoA synthetase long-chain family member 1"
"1461","1454785_at","Dusp11","72102","ENSMUSG00000030002","dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)"
"1462","1424683_at","Retreg1","66270","ENSMUSG00000022270","reticulophagy regulator 1"
"1463","1418629_a_at","Khdrbs1","20218","ENSMUSG00000028790","KH domain containing, RNA binding, signal transduction associated 1"
"1464","1416503_at","Lxn","17035","ENSMUSG00000047557","latexin"
"1465","1454727_at","Afap1l1","106877","ENSMUSG00000033032","actin filament associated protein 1-like 1"
"1466","1450688_at","Rgl2","19732","ENSMUSG00000041354","ral guanine nucleotide dissociation stimulator-like 2"
"1467","1416071_at","Ddx18","66942","ENSMUSG00000001674","DEAD box helicase 18"
"1468","1416313_at","Mllt11","56772","ENSMUSG00000053192","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11"
"1469","1454984_at","Lifr","16880","ENSMUSG00000054263","LIF receptor alpha"
"1470","1448830_at","Dusp1","19252","ENSMUSG00000024190","dual specificity phosphatase 1"
"1471","1450241_a_at","Evi2a","14017","ENSMUSG00000078771","ecotropic viral integration site 2a"
"1472","1422449_s_at","Rcn2","26611","ENSMUSG00000032320","reticulocalbin 2"
"1473","1422869_at","Mertk","17289","ENSMUSG00000014361","MER proto-oncogene tyrosine kinase"
"1474","1437297_at","Chd8","67772","ENSMUSG00000053754","chromodomain helicase DNA binding protein 8"
"1475","1455286_at","Btbd1","83962","ENSMUSG00000025103","BTB domain containing 1"
"1476","1423297_at","Add3","27360","ENSMUSG00000025026","adducin 3"
"1477","1431167_at","Dgkg","110197","ENSMUSG00000022861","diacylglycerol kinase, gamma"
"1478","1435133_at","Ugcg","22234","ENSMUSG00000028381","UDP-glucose ceramide glucosyltransferase"
"1479","1452815_at","P2ry10","78826","ENSMUSG00000050921","purinergic receptor P2Y, G-protein coupled 10"
"1480","1435582_at","Wdfy4","545030","ENSMUSG00000051506","WD repeat and FYVE domain containing 4"
"1481","1448655_at","Lrp1","16971","ENSMUSG00000040249","low density lipoprotein receptor-related protein 1"
"1482","1452373_at","Kansl1","76719","ENSMUSG00000018412","KAT8 regulatory NSL complex subunit 1"
"1483","1429009_at","Snrnp70","20637","ENSMUSG00000063511","small nuclear ribonucleoprotein 70 (U1)"
"1484","1417372_a_at","Peli1","67245","ENSMUSG00000020134","pellino 1"
"1485","1452901_at","Creb1","12912","ENSMUSG00000025958","cAMP responsive element binding protein 1"
"1486","1424908_at","Mtfmt","69606","ENSMUSG00000059183","mitochondrial methionyl-tRNA formyltransferase"
"1487","1435939_s_at","Hepacam2","101202","ENSMUSG00000044156","HEPACAM family member 2"
"1488","1436007_a_at","Thumpd1","233802","ENSMUSG00000030942","THUMP domain containing 1"
"1489","1433776_at","Lhfpl6","108927","ENSMUSG00000048332","LHFPL tetraspan subfamily member 6"
"1490","1428080_at","Pgam5","72542","ENSMUSG00000029500","phosphoglycerate mutase family member 5"
"1491","1423803_s_at","Nop53","68077","ENSMUSG00000041560","NOP53 ribosome biogenesis factor"
"1492","1435545_at","Bicral","210982","ENSMUSG00000036568","BRD4 interacting chromatin remodeling complex associated protein like"
"1493","1439610_at","Rab27b","80718","ENSMUSG00000024511","RAB27B, member RAS oncogene family"
"1494","1421923_at","Sh3bp5","24056","ENSMUSG00000021892","SH3-domain binding protein 5 (BTK-associated)"
"1495","1435543_at","Apc","11789","ENSMUSG00000005871","APC, WNT signaling pathway regulator"
"1496","1456735_x_at","Pxylp1","235534","ENSMUSG00000043587","2-phosphoxylose phosphatase 1"
"1497","1454880_s_at","Bmf","171543","ENSMUSG00000040093","BCL2 modifying factor"
"1498","1422700_at","Alox12","11684","ENSMUSG00000000320","arachidonate 12-lipoxygenase"
"1499","1427902_at","Srrm2","75956","ENSMUSG00000039218","serine/arginine repetitive matrix 2"
"1500","1425917_at","Ifi44l","15061","ENSMUSG00000039146","interferon-induced protein 44 like"
"1501","1423508_at","Kat6b","54169","ENSMUSG00000021767","K(lysine) acetyltransferase 6B"
