"","PROBEID","SYMBOL","ENTREZID","ENSEMBL","GENENAME"
"1314","1434023_at","Cep120","225523","ENSMUSG00000048799","centrosomal protein 120"
"1315","1437121_at","Dennd1c","70785","ENSMUSG00000002668","DENN domain containing 1C"
"1316","1452342_at","Apbb2","11787","ENSMUSG00000029207","amyloid beta precursor protein binding family B member 2"
"1317","1454074_a_at","Rsrc2","208606","ENSMUSG00000029422","arginine/serine-rich coiled-coil 2"
"1318","1434960_at","Taf9b","407786","ENSMUSG00000047242","TATA-box binding protein associated factor 9B"
"1319","1452099_at","Utp25","215193","ENSMUSG00000016181","UTP25 small subunit processome component"
"1320","1452646_at","Trp53inp2","68728","ENSMUSG00000038375","transformation related protein 53 inducible nuclear protein 2"
"1321","1416165_at","Rab31","106572","ENSMUSG00000056515","RAB31, member RAS oncogene family"
"1322","1416897_at","Parp9","80285","ENSMUSG00000022906","poly (ADP-ribose) polymerase family, member 9"
"1323","1428908_at","Rbm25","67039","ENSMUSG00000010608","RNA binding motif protein 25"
"1324","1428407_at","Hnrnpa0","77134","ENSMUSG00000007836","heterogeneous nuclear ribonucleoprotein A0"
"1325","1438178_x_at","Atad3a","108888","ENSMUSG00000029036","ATPase family, AAA domain containing 3A"
"1326","1454952_s_at","Ncapd3","78658","ENSMUSG00000035024","non-SMC condensin II complex, subunit D3"
"1327","1428332_at","Pik3ip1","216505","ENSMUSG00000034614","phosphoinositide-3-kinase interacting protein 1"
"1328","1417185_at","Ly6a","110454","ENSMUSG00000075602","lymphocyte antigen 6 family member A"
"1329","1424921_at","Bst2","69550","ENSMUSG00000046718","bone marrow stromal cell antigen 2"
"1330","1417153_at","Nacc2","67991","ENSMUSG00000026932","nucleus accumbens associated 2, BEN and BTB (POZ) domain containing"
"1331","1423508_at","Kat6b","54169","ENSMUSG00000021767","K(lysine) acetyltransferase 6B"
"1332","1416766_at","Mtarc2","67247","ENSMUSG00000073481","mitochondrial amidoxime reducing component 2"
"1333","1430700_a_at","Pla2g7","27226","ENSMUSG00000023913","phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)"
"1334","1440866_at","Eif2ak2","19106","ENSMUSG00000024079","eukaryotic translation initiation factor 2-alpha kinase 2"
"1335","1448620_at","Fcgr3","14131","ENSMUSG00000059498","Fc receptor, IgG, low affinity III"
"1336","1437743_at","Aebp2","11569","ENSMUSG00000030232","AE binding protein 2"
"1337","1451021_a_at","Klf5","12224","ENSMUSG00000005148","Kruppel-like transcription factor 5"
"1338","1455324_at","Plcxd2","433022","ENSMUSG00000087141","phosphatidylinositol-specific phospholipase C, X domain containing 2"
"1339","1452713_a_at","Snrnp40","66585","ENSMUSG00000074088","small nuclear ribonucleoprotein 40 (U5)"
"1340","1426235_a_at","Glul","14645","ENSMUSG00000026473","glutamate-ammonia ligase"
"1341","1416145_at","Dhx15","13204","ENSMUSG00000029169","DEAH-box helicase 15"
"1342","1452016_at","Alox5ap","11690","ENSMUSG00000060063","arachidonate 5-lipoxygenase activating protein"
"1343","1425643_at","Gypa","14934","ENSMUSG00000051839","glycophorin A"
"1344","1420878_a_at","Ywhab","54401","ENSMUSG00000018326","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide"
"1345","1416735_at","Asah1","11886","ENSMUSG00000031591","N-acylsphingosine amidohydrolase 1"
"1346","1419649_s_at","Myo1c","17913","ENSMUSG00000017774","myosin IC"
"1347","1457270_at","Gas7","14457","ENSMUSG00000033066","growth arrest specific 7"
"1348","1446715_at","Abca13","268379","ENSMUSG00000004668","ATP-binding cassette, sub-family A member 13"
"1349","1434897_a_at","Slc25a4","11739","ENSMUSG00000031633","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4"
"1350","1453239_a_at","Ankrd22","52024","ENSMUSG00000024774","ankyrin repeat domain 22"
"1351","1428080_at","Pgam5","72542","ENSMUSG00000029500","phosphoglycerate mutase family member 5"
"1352","1458206_at","Gm30054","102631812",NA,"predicted gene, 30054"
"1353","1437247_at","Fosl2","14284","ENSMUSG00000029135","fos-like antigen 2"
"1354","1460273_a_at","Naip2","17948","ENSMUSG00000078945","NLR family, apoptosis inhibitory protein 2"
"1355","1429251_at","Prdm2","110593","ENSMUSG00000057637","PR domain containing 2, with ZNF domain"
"1356","1455092_at","Zfp207","22680","ENSMUSG00000017421","zinc finger protein 207"
"1357","1436884_x_at","Ewsr1","14030","ENSMUSG00000009079","Ewing sarcoma breakpoint region 1"
"1358","1451416_a_at","Tgm1","21816","ENSMUSG00000022218","transglutaminase 1, K polypeptide"
"1359","1423982_at","Srsf10","14105","ENSMUSG00000028676","serine and arginine-rich splicing factor 10"
"1360","1421947_at","Gng12","14701","ENSMUSG00000036402","guanine nucleotide binding protein (G protein), gamma 12"
"1361","1417141_at","Igtp","16145","ENSMUSG00000078853","interferon gamma induced GTPase"
"1362","1450234_at","Ms4a6c","73656","ENSMUSG00000079419","membrane-spanning 4-domains, subfamily A, member 6C"
"1363","1438948_x_at","Tspo","12257","ENSMUSG00000041736","translocator protein"
"1364","1452125_at","Thrap3","230753","ENSMUSG00000043962","thyroid hormone receptor associated protein 3"
"1365","1420609_at","Marchf7","57438","ENSMUSG00000026977","membrane associated ring-CH-type finger 7"
"1366","1422808_s_at","Dock2","94176","ENSMUSG00000020143","dedicator of cyto-kinesis 2"
"1367","1460197_a_at","Steap4","117167","ENSMUSG00000012428","STEAP family member 4"
"1368","1429428_at","Tcf7l2","21416","ENSMUSG00000024985","transcription factor 7 like 2, T cell specific, HMG box"
"1369","1417075_at","Fam136a","66488","ENSMUSG00000057497","family with sequence similarity 136, member A"
"1370","1428810_at","2700097O09Rik","72658","ENSMUSG00000062198","RIKEN cDNA 2700097O09 gene"
"1371","1436007_a_at","Thumpd1","233802","ENSMUSG00000030942","THUMP domain containing 1"
"1372","1451253_at","Pxk","218699","ENSMUSG00000033885","PX domain containing serine/threonine kinase"
"1373","1419296_at","Arhgap4","171207","ENSMUSG00000031389","Rho GTPase activating protein 4"
"1374","1422842_at","Xrn2","24128","ENSMUSG00000027433","5'-3' exoribonuclease 2"
"1375","1437598_at","Zbtb20","56490","ENSMUSG00000022708","zinc finger and BTB domain containing 20"
"1376","1425609_at","Ncf1","17969","ENSMUSG00000015950","neutrophil cytosolic factor 1"
"1377","1450912_at","Ms4a1","12482","ENSMUSG00000024673","membrane-spanning 4-domains, subfamily A, member 1"
"1378","1452241_at","Topbp1","235559","ENSMUSG00000032555","topoisomerase (DNA) II binding protein 1"
"1379","1422483_a_at","Cycs","13063","ENSMUSG00000063694","cytochrome c, somatic"
"1380","1435244_at","Vav2","22325","ENSMUSG00000009621","vav 2 oncogene"
"1381","1422573_at","Ampd3","11717","ENSMUSG00000005686","adenosine monophosphate deaminase 3"
"1382","1456765_at","Nhsl2","100042480","ENSMUSG00000079481","NHS-like 2"
"1383","1423756_s_at","Igfbp4","16010","ENSMUSG00000017493","insulin-like growth factor binding protein 4"
"1384","1438828_at","Rapgef6","192786","ENSMUSG00000037533","Rap guanine nucleotide exchange factor (GEF) 6"
"1385","1435040_at","Irak3","73914","ENSMUSG00000020227","interleukin-1 receptor-associated kinase 3"
"1386","1421304_at","Klra2","16633","ENSMUSG00000030187","killer cell lectin-like receptor, subfamily A, member 2"
"1387","1428942_at","Mt2","17750","ENSMUSG00000031762","metallothionein 2"
"1388","1416071_at","Ddx18","66942","ENSMUSG00000001674","DEAD box helicase 18"
"1389","1425890_at","Ly6i","57248","ENSMUSG00000022586","lymphocyte antigen 6 family member I"
"1390","1423350_at","Socs5","56468","ENSMUSG00000037104","suppressor of cytokine signaling 5"
"1391","1419412_at","Xcl1","16963","ENSMUSG00000026573","chemokine (C motif) ligand 1"
"1392","1452353_at","Gpr155","68526","ENSMUSG00000041762","G protein-coupled receptor 155"
"1393","1419135_at","Ltb","16994","ENSMUSG00000024399","lymphotoxin B"
"1394","1437658_a_at","Snord22","100127111","ENSMUSG00000065087","small nucleolar RNA, C/D box 22"
"1395","1432905_at","3110037C07Rik","73125",NA,"RIKEN cDNA 3110037C07 gene"
"1396","1424976_at","Rhov","228543","ENSMUSG00000034226","ras homolog family member V"
"1397","1418939_at","Hlx","15284","ENSMUSG00000039377","H2.0-like homeobox"
"1398","1448619_at","Dhcr7","13360","ENSMUSG00000058454","7-dehydrocholesterol reductase"
"1399","1438296_at","Slc2a4rg-ps","329584","ENSMUSG00000085028","Slc2a4 regulator, pseudogene"
"1400","1451776_s_at","Hopx","74318","ENSMUSG00000059325","HOP homeobox"
"1401","1417840_at","Cep19","66994","ENSMUSG00000035790","centrosomal protein 19"
"1402","1451736_a_at","Map2k7","26400","ENSMUSG00000002948","mitogen-activated protein kinase kinase 7"
"1403","1434245_a_at","Cyb561a3","225912","ENSMUSG00000034445","cytochrome b561 family, member A3"
"1404","1455285_at","Slc31a1","20529","ENSMUSG00000066150","solute carrier family 31, member 1"
"1405","1434399_at","Galnt6","207839","ENSMUSG00000037280","polypeptide N-acetylgalactosaminyltransferase 6"
"1406","1418131_at","Samhd1","56045","ENSMUSG00000027639","SAM domain and HD domain, 1"
"1407","1423297_at","Add3","27360","ENSMUSG00000025026","adducin 3"
"1408","1434434_s_at","Tcerg1","56070","ENSMUSG00000024498","transcription elongation regulator 1 (CA150)"
"1409","1426803_at","Rbm26","74213","ENSMUSG00000022119","RNA binding motif protein 26"
"1410","1438999_a_at","Nfat5","54446","ENSMUSG00000003847","nuclear factor of activated T cells 5"
"1411","1453047_at","Tspo2","70026","ENSMUSG00000023995","translocator protein 2"
"1412","1426978_at","Klhl2","77113","ENSMUSG00000031605","kelch-like 2, Mayven"
"1413","1420174_s_at","Tax1bp1","52440","ENSMUSG00000004535","Tax1 (human T cell leukemia virus type I) binding protein 1"
"1414","1449080_at","Hdac2","15182","ENSMUSG00000019777","histone deacetylase 2"
"1415","1451054_at","Orm1","18405","ENSMUSG00000039196","orosomucoid 1"
"1416","1454670_at","Rere","68703","ENSMUSG00000039852","arginine glutamic acid dipeptide (RE) repeats"
"1417","1439808_at","Ipcef1","320495","ENSMUSG00000064065","interaction protein for cytohesin exchange factors 1"
"1418","1423103_at","Rfx5","53970","ENSMUSG00000005774","regulatory factor X, 5 (influences HLA class II expression)"
"1419","1448558_a_at","Pla2g4a","18783","ENSMUSG00000056220","phospholipase A2, group IVA (cytosolic, calcium-dependent)"
"1420","1445687_at","Milr1","380732","ENSMUSG00000040528","mast cell immunoglobulin like receptor 1"
"1421","1428124_at","Gtf2e1","74197","ENSMUSG00000022828","general transcription factor II E, polypeptide 1 (alpha subunit)"
"1422","1438037_at","Herc6","67138","ENSMUSG00000029798","hect domain and RLD 6"
"1423","1451525_at","Arhgap12","75415","ENSMUSG00000041225","Rho GTPase activating protein 12"
"1424","1448890_at","Klf2","16598","ENSMUSG00000055148","Kruppel-like transcription factor 2 (lung)"
"1425","1433946_at","Zik1","22775","ENSMUSG00000030393","zinc finger protein interacting with K protein 1"
"1426","1418747_at","Spi1","20375","ENSMUSG00000002111","spleen focus forming virus (SFFV) proviral integration oncogene"
"1427","1428823_at","Hddc2","69692","ENSMUSG00000000295","HD domain containing 2"
"1428","1427860_at","Igkv6-15","108022","ENSMUSG00000094797","immunoglobulin kappa variable 6-15"
"1429","1420865_at","Zbtb14","22666","ENSMUSG00000049672","zinc finger and BTB domain containing 14"
"1430","1448340_at","Tmem30a","69981","ENSMUSG00000032328","transmembrane protein 30A"
"1431","1433694_at","Pde3b","18576","ENSMUSG00000030671","phosphodiesterase 3B, cGMP-inhibited"
"1432","1435543_at","Apc","11789","ENSMUSG00000005871","APC, WNT signaling pathway regulator"
"1433","1429352_at","Mocos","68591","ENSMUSG00000039616","molybdenum cofactor sulfurase"
"1434","1429960_at","4930438A08Rik","73988","ENSMUSG00000069873","RIKEN cDNA 4930438A08 gene"
"1435","1456531_x_at","Prpf19","28000","ENSMUSG00000024735","pre-mRNA processing factor 19"
"1436","1416382_at","Ctsc","13032","ENSMUSG00000030560","cathepsin C"
"1437","1424444_a_at","1600014C10Rik","72244","ENSMUSG00000054676","RIKEN cDNA 1600014C10 gene"
"1438","1417160_s_at","Wfdc18","14038","ENSMUSG00000000983","WAP four-disulfide core domain 18"
"1439","1427202_at","Etfbkmt","320204","ENSMUSG00000039958","electron transfer flavoprotein beta subunit lysine methyltransferase"
"1440","1460235_at","Scarb2","12492","ENSMUSG00000029426","scavenger receptor class B, member 2"
"1441","1424713_at","Calml4","75600","ENSMUSG00000032246","calmodulin-like 4"
"1442","1438635_x_at","Fndc10","230991","ENSMUSG00000074738","fibronectin type III domain containing 10"
"1443","1449265_at","Casp1","12362","ENSMUSG00000025888","caspase 1"
"1444","1439271_x_at","Ik","24010","ENSMUSG00000024474","IK cytokine"
"1445","1428845_at","Bclaf1","72567","ENSMUSG00000037608","BCL2-associated transcription factor 1"
"1446","1417218_at","Calhm2","72691","ENSMUSG00000033033","calcium homeostasis modulator family member 2"
"1447","1416546_a_at","Rpl6","19988","ENSMUSG00000029614","ribosomal protein L6"
"1448","1426607_at","Tmem267","633640","ENSMUSG00000074634","transmembrane protein 267"
"1449","1443264_at","Ms4a2","14126","ENSMUSG00000024680","membrane-spanning 4-domains, subfamily A, member 2"
"1450","1416359_at","Snx18","170625","ENSMUSG00000042364","sorting nexin 18"
"1451","1450350_a_at","Jdp2","81703","ENSMUSG00000034271","Jun dimerization protein 2"
"1452","1457769_at","H60a","15101",NA,"histocompatibility 60a"
"1453","1417338_at","Epb42","13828","ENSMUSG00000023216","erythrocyte membrane protein band 4.2"
"1454","1424923_at","Serpina3g","20715","ENSMUSG00000041481","serine (or cysteine) peptidase inhibitor, clade A, member 3G"
"1455","1418392_a_at","Gbp3","55932","ENSMUSG00000028268","guanylate binding protein 3"
"1456","1421816_at","Gsr","14782","ENSMUSG00000031584","glutathione reductase"
"1457","1434418_at","Cers6","241447","ENSMUSG00000027035","ceramide synthase 6"
"1458","1426501_a_at","Tifa","211550","ENSMUSG00000046688","TRAF-interacting protein with forkhead-associated domain"
"1459","1451932_a_at","Adamtsl4","229595","ENSMUSG00000015850","ADAMTS-like 4"
"1460","1427428_at","Clec4g","75863","ENSMUSG00000074491","C-type lectin domain family 4, member g"
"1461","1416202_at","Phb2","12034","ENSMUSG00000004264","prohibitin 2"
"1462","1454811_a_at","Serinc1","56442","ENSMUSG00000019877","serine incorporator 1"
"1463","1422601_at","Serpinb9","20723","ENSMUSG00000045827","serine (or cysteine) peptidase inhibitor, clade B, member 9"
"1464","1442804_at","Fgr","14191","ENSMUSG00000028874","FGR proto-oncogene, Src family tyrosine kinase"
"1465","1417928_at","Pdlim4","30794","ENSMUSG00000020388","PDZ and LIM domain 4"
"1466","1449164_at","Cd68","12514","ENSMUSG00000018774","CD68 antigen"
"1467","1425615_a_at","Pck2","74551","ENSMUSG00000040618","phosphoenolpyruvate carboxykinase 2 (mitochondrial)"
"1468","1426548_a_at","Dph6","66632","ENSMUSG00000057147","diphthamine biosynthesis 6"
"1469","1455393_at","Cp","12870","ENSMUSG00000003617","ceruloplasmin"
"1470","1448856_a_at","Msra","110265","ENSMUSG00000054733","methionine sulfoxide reductase A"
"1471","1418209_a_at","Pfn2","18645","ENSMUSG00000027805","profilin 2"
"1472","1423706_a_at","Pgd","110208","ENSMUSG00000028961","phosphogluconate dehydrogenase"
"1473","1460203_at","Itpr1","16438","ENSMUSG00000030102","inositol 1,4,5-trisphosphate receptor 1"
"1474","1419547_at","Fahd1","68636","ENSMUSG00000045316","fumarylacetoacetate hydrolase domain containing 1"
"1475","1428749_at","Dmxl2","235380","ENSMUSG00000041268","Dmx-like 2"
"1476","1419586_at","Rp2","19889","ENSMUSG00000060090","retinitis pigmentosa 2 homolog"
"1477","1427327_at","Pilra","231805","ENSMUSG00000046245","paired immunoglobin-like type 2 receptor alpha"
"1478","1416930_at","Ly6d","17068","ENSMUSG00000034634","lymphocyte antigen 6 family member D"
"1479","1438320_s_at","Mcm7","17220","ENSMUSG00000029730","minichromosome maintenance complex component 7"
"1480","1450784_at","Reck","53614","ENSMUSG00000028476","reversion-inducing-cysteine-rich protein with kazal motifs"
"1481","1429503_at","Dipk1a","67266","ENSMUSG00000029270","divergent protein kinase domain 1A"
"1482","1434499_a_at","Ldhb","16832","ENSMUSG00000030246","lactate dehydrogenase B"
"1483","1417932_at","Il18","16173","ENSMUSG00000039217","interleukin 18"
"1484","1452082_at","6430548M08Rik","234797","ENSMUSG00000031824","RIKEN cDNA 6430548M08 gene"
"1485","1451564_at","Parp14","547253","ENSMUSG00000034422","poly (ADP-ribose) polymerase family, member 14"
"1486","1423411_at","Rbm47","245945","ENSMUSG00000070780","RNA binding motif protein 47"
"1487","1436780_at","Ogt","108155","ENSMUSG00000034160","O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)"
"1488","1421457_a_at","Samsn1","67742","ENSMUSG00000022876","SAM domain, SH3 domain and nuclear localization signals, 1"
"1489","1455500_at","Rnf213","672511","ENSMUSG00000070327","ring finger protein 213"
"1490","1460547_a_at","Hnrnpk","15387","ENSMUSG00000021546","heterogeneous nuclear ribonucleoprotein K"
"1491","1422084_at","Bmx","12169","ENSMUSG00000031377","BMX non-receptor tyrosine kinase"
